Unique ID,Q1-Current Job Title,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How happy are you with salary,Q6 - How happy are you with work/life balance,Q6 - How happy are you with coworkers,Q6 - How happy are you with management,Q6 - How happy are you with upward mobility,Q6 - How happy are you with learning new things,Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
62a3951ed8c00e9f541a75d1,miscellaneous,No,115500.0,miscellaneous,Other,7.0,7.0,4.0,5.0,5.0,4.0,Neither easy nor difficult,Better Salary,Male,43,united states,Masters,Asian/Asian American
62a3958fcec54911e9caf827,miscellaneous,Yes,20000.0,technology & it,Python,3.0,5.0,8.0,4.0,5.0,5.0,Difficult,Better Salary,Female,32,united states,Bachelors,Asian/Asian American
62a3970ebae91e4b8b839495,miscellaneous,Yes,75500.0,healthcare & medical,Other,,,,,,0.0,Difficult,Good Work/Life Balance,Female,42,united states,Masters,Asian/Asian American
62a3976ecf2555431730af5e,finance & accounting,No,75500.0,miscellaneous,Python,4.0,6.0,2.0,3.0,3.0,2.0,Very Difficult,Remote Work,Male,31,united states,Bachelors,Hispanic/Latino
62a397fb5d257a28a30e279a,data-related roles,No,20000.0,entertainment & media,Python,0.0,10.0,10.0,5.0,0.0,3.0,Neither easy nor difficult,Better Salary,Male,25,united kingdom,Bachelors,White/Caucasian
62a3980c7dc029e2d66c9a81,data-related roles,No,53000.0,food & beverage,SQL,3.0,5.0,5.0,5.0,3.0,2.0,Neither easy nor difficult,Better Salary,Female,25,united states,Masters,Asian/Asian American
62a3980e0f8c8599d5afc32c,data-related roles,Yes,115500.0,transportation & logistics,Other,9.0,9.0,9.0,6.0,9.0,8.0,Difficult,Good Work/Life Balance,Male,31,united states,Masters,Asian/Asian American
62a39a340f8c8599d5afc6ce,data-related roles,Yes,20000.0,education & nonprofit,Python,3.0,3.0,1.0,1.0,1.0,6.0,Difficult,Better Salary,Male,36,morocco,Masters,White/Caucasian
62a39a95bc6861bf3177751d,miscellaneous,No,53000.0,healthcare & medical,Python,6.0,8.0,8.0,8.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Female,35,bulgaria,Masters,White/Caucasian
62a39b315d257a28a30e2cae,data-related roles,Yes,75500.0,energy & utilities,R,6.0,10.0,10.0,10.0,9.0,8.0,Easy,Remote Work,Male,28,united states,Bachelors,White/Caucasian
62a39b6cf408bae018ede929,data-related roles,No,20000.0,finance & insurance,Python,8.0,8.0,9.0,9.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,27,peru,Bachelors,Hispanic/Latino
62a39bd324a262602738d725,data-related roles,Yes,20000.0,entertainment & media,Python,7.0,4.0,7.0,4.0,8.0,10.0,Easy,Good Work/Life Balance,Male,25,costa rica,Bachelors,Hispanic/Latino
62a39e03f408bae018eded39,data-related roles,No,20000.0,technology & it,Python,6.0,6.0,10.0,8.0,6.0,8.0,Neither easy nor difficult,Better Salary,Male,25,poland,Bachelors,White/Caucasian
62a39e69d8c00e9f541a8358,business intelligence & analytics,No,53000.0,entertainment & media,R,5.0,5.0,5.0,5.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,22,united states,Masters,White/Caucasian
62a3a0bcf8f756164585daf7,data-related roles,Yes,53000.0,healthcare & medical,None,7.0,8.0,8.0,4.0,6.0,8.0,Neither easy nor difficult,Good Culture,Male,38,germany,High School,White/Caucasian
62a3a1a62e54c9003e53dc35,data-related roles,Yes,20000.0,education & nonprofit,Python,0.0,0.0,5.0,0.0,0.0,0.0,Difficult,Good Culture,Male,27,kenya,Bachelors,Black/African American
62a3a231b4da29969c639b2c,data-related roles,Yes,95500.0,consulting & professional services,None,4.0,4.0,2.0,2.0,2.0,2.0,Easy,Remote Work,Female,34,canada,Bachelors,Black/African American
62a3a3800f8c8599d5afd4db,data-related roles,Yes,75500.0,education & nonprofit,Python,9.0,10.0,10.0,9.0,8.0,10.0,Difficult,Better Salary,Female,31,united states,Bachelors,White/Caucasian
62a3a4fdbae91e4b8b83ab6f,data-related roles,Yes,53000.0,technology & it,Python,4.0,9.0,8.0,8.0,6.0,10.0,Neither easy nor difficult,Better Salary,Female,33,canada,Masters,Black/African American
62a3a7f50a77c1a77f668221,miscellaneous,Yes,20000.0,technology & it,Python,2.0,5.0,5.0,5.0,5.0,5.0,Very Difficult,Remote Work,Male,23,united states,Bachelors,Asian/Asian American
62a3a90f24a262602738e800,data-related roles,Yes,53000.0,healthcare & medical,Excel,3.0,10.0,9.0,10.0,5.0,0.0,Neither easy nor difficult,Better Salary,Female,25,united states,Bachelors,Asian/Asian American
62a3a9dbd8c00e9f541a93eb,data-related roles,Yes,20000.0,technology & it,Python,4.0,4.0,4.0,5.0,2.0,1.0,Difficult,Better Salary,Male,29,iran,Masters,White/Caucasian
62a3aaa3cec54911e9cb1724,business intelligence & analytics,Yes,53000.0,healthcare & medical,R,5.0,7.0,9.0,8.0,8.0,8.0,Neither easy nor difficult,Better Salary,Female,29,united states,Masters,Black/African American
62a3ab320f8c8599d5afdfa8,data-related roles,Yes,20000.0,technology & it,R,3.0,4.0,4.0,4.0,4.0,2.0,Easy,Better Salary,Male,31,india,Masters,Asian/Asian American
62a3abacd8c00e9f541a96eb,miscellaneous,No,20000.0,real estate & construction,R,0.0,5.0,0.0,0.0,0.0,0.0,Very Difficult,Remote Work,Male,34,south africa,High School,Black/African American
62a3ac4bf8f756164585ea83,data-related roles,Yes,20000.0,technology & it,Python,3.0,2.0,4.0,3.0,7.0,8.0,Easy,Good Work/Life Balance,Male,26,bangladesh,Bachelors,Asian/Asian American
62a3ad35cec54911e9cb1b5c,data-related roles,No,95500.0,healthcare & medical,Python,4.0,6.0,5.0,6.0,6.0,4.0,Neither easy nor difficult,Remote Work,Female,26,united states,Bachelors,White/Caucasian
62a3ae69bc6861bf3177900d,management & leadership,Yes,53000.0,government & public sector,DAX,3.0,6.0,9.0,6.0,5.0,10.0,Difficult,Other (Please Specify):Mentorship from leading Data Analyst,Male,27,united states,Masters,Black/African American
62a3af26cec54911e9cb1f3a,data-related roles,Yes,75500.0,transportation & logistics,Python,8.0,5.0,9.0,6.0,6.0,10.0,Neither easy nor difficult,Remote Work,Male,26,united states,Bachelors,White/Caucasian
62a3af66f8f756164585eeb8,miscellaneous,Yes,20000.0,technology & it,Python,4.0,5.0,4.0,4.0,3.0,4.0,Very Difficult,Better Salary,Female,26,united states,Masters,Asian/Asian American
62a3b135b4da29969c63b1ed,data-related roles,Yes,53000.0,finance & insurance,R,2.0,5.0,5.0,5.0,4.0,5.0,Easy,Better Salary,Male,24,united states,Bachelors,White/Caucasian
62a3b255d8c00e9f541a9fd5,data-related roles,Yes,95500.0,retail & consumer goods,Python,4.0,6.0,3.0,4.0,4.0,2.0,Easy,Better Salary,Female,28,ireland,Masters,Asian/Asian American
62a3b314f408bae018ee0938,data-related roles,Yes,115500.0,manufacturing & engineering,R,8.0,8.0,10.0,9.0,7.0,5.0,Easy,Better Salary,Male,29,united states,Bachelors,White/Caucasian
62a3b3f6bc6861bf3177973b,data-related roles,Yes,75500.0,finance & insurance,Python,3.0,2.0,1.0,1.0,0.0,2.0,Very Difficult,Better Salary,Female,26,united states,Masters,Asian/Asian American
62a3ba4dbc6861bf31779f24,data-related roles,Yes,53000.0,manufacturing & engineering,Python,3.0,5.0,3.0,3.0,1.0,1.0,Neither easy nor difficult,Better Salary,Male,28,united kingdom,Bachelors,White/Caucasian
62a3baa624a262602738ff27,data-related roles,No,20000.0,finance & insurance,Python,6.0,8.0,7.0,6.0,2.0,4.0,Easy,Other (Please Specify):Intresting work,Male,25,france,Masters,White/Caucasian
62a3bc00d8c00e9f541aad66,data-related roles,Yes,75500.0,finance & insurance,R,5.0,7.0,7.0,3.0,7.0,9.0,Difficult,Better Salary,Female,26,united states,Bachelors,Asian/Asian American
62a3bf1b0a77c1a77f66a347,data-related roles,Yes,137500.0,healthcare & medical,Python,6.0,3.0,9.0,5.0,8.0,8.0,Neither easy nor difficult,Remote Work,Female,38,united states,Masters,White/Caucasian
62a3c021f8f756164586043f,miscellaneous,Yes,20000.0,education & nonprofit,SQL,0.0,3.0,3.0,3.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,20,nigeria,High School,Black/African American
62a3c1b1bc6861bf3177aa8c,data-related roles,No,75500.0,education & nonprofit,SQL,4.0,6.0,7.0,7.0,2.0,2.0,Neither easy nor difficult,Remote Work,Female,45,united states,Masters,Black/African American
62a3c30324a26260273909b9,data-related roles,No,95500.0,entertainment & media,Python,5.0,3.0,5.0,6.0,6.0,4.0,Difficult,Good Work/Life Balance,Male,27,canada,Masters,Asian/Asian American
62a3c476bc6861bf3177ad9d,data-related roles,Yes,53000.0,consulting & professional services,Python,3.0,7.0,7.0,7.0,7.0,6.0,Difficult,Good Culture,Male,28,canada,Masters,Asian/Asian American
62a3c5f2cec54911e9cb3d9b,miscellaneous,Yes,20000.0,education & nonprofit,R,2.0,10.0,10.0,10.0,10.0,3.0,Neither easy nor difficult,Remote Work,Female,29,germany,Bachelors,White/Caucasian
62a3c7f1bc6861bf3177b06e,management & leadership,No,53000.0,technology & it,C/C++,7.0,7.0,7.0,7.0,7.0,7.0,Neither easy nor difficult,Better Salary,Female,43,singapore,High School,Asian/Asian American
62a3c8652e54c9003e54103e,data-related roles,Yes,20000.0,finance & insurance,Python,0.0,5.0,9.0,9.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,26,antigua and barbuda,Bachelors,Black/African American
62a3ca44bae91e4b8b83dcd4,miscellaneous,No,53000.0,technology & it,SQL,7.0,8.0,7.0,7.0,8.0,7.0,Neither easy nor difficult,"Other (Please Specify):Mix of better salary, good work/life balance, remote work and good culture",Female,47,united states,Bachelors,Black/African American
62a3cafff8d5efcc22f8b5cb,miscellaneous,Yes,20000.0,finance & insurance,Python,,,,8.0,10.0,10.0,Easy,Remote Work,Male,23,nigeria,Bachelors,Black/African American
62a3cbfef8d5efcc22f8b6f1,data-related roles,Yes,20000.0,technology & it,Python,0.0,1.0,1.0,1.0,1.0,2.0,Very Difficult,Better Salary,Male,25,egypt,Bachelors,Other
62a3cde8f8f7561645861366,software development & it,No,20000.0,finance & insurance,Python,6.0,6.0,3.0,7.0,2.0,4.0,Very Difficult,Other (Please Specify):Learning opportunity,Male,32,poland,Masters,White/Caucasian
62a3cfed0f8c8599d5b00b12,data-related roles,Yes,20000.0,finance & insurance,Python,1.0,10.0,10.0,5.0,3.0,1.0,Neither easy nor difficult,Better Salary,Female,25,united states,Bachelors,White/Caucasian
62a3d21ef3072dd8926314d1,data-related roles,No,20000.0,finance & insurance,Python,1.0,2.0,10.0,1.0,2.0,8.0,Difficult,Remote Work,Female,29,venezuela,Bachelors,Hispanic/Latino
62a3d37c0a77c1a77f66bc0e,data-related roles,No,53000.0,healthcare & medical,SQL,3.0,7.0,5.0,5.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,33,united states,Bachelors,Asian/Asian American
62a3d8dbf8f7561645861f9d,data-related roles,No,115500.0,education & nonprofit,Python,6.0,10.0,10.0,10.0,7.0,6.0,Easy,Other (Please Specify):Learning New Things,Male,36,united states,Masters,Asian/Asian American
62a3d9697dc029e2d66cf087,data-related roles,Yes,53000.0,healthcare & medical,Python,4.0,10.0,9.0,3.0,0.0,10.0,Difficult,Good Work/Life Balance,Male,25,united states,Bachelors,White/Caucasian
62a3dac9f3072dd892631e12,data-related roles,No,187500.0,miscellaneous,Python,8.0,7.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,38,united states,Masters,White/Caucasian
62a3dc3ab4da29969c63e3d7,data-related roles,Yes,75500.0,manufacturing & engineering,R,3.0,2.0,6.0,6.0,5.0,4.0,Difficult,Good Work/Life Balance,Male,30,united states,Masters,Other
62a3e2abf8f75616458628d1,data-related roles,Yes,53000.0,technology & it,Python,3.0,5.0,6.0,6.0,6.0,7.0,Difficult,Good Culture,Male,35,united states,Masters,Black/African American
62a3e32bd8c00e9f541ad5f0,education & research,No,53000.0,education & nonprofit,SQL,0.0,1.0,10.0,5.0,0.0,0.0,Difficult,Better Salary,Female,42,united states,Bachelors,White/Caucasian
62a3ecf7bc6861bf3177d5c2,data-related roles,Yes,75500.0,healthcare & medical,Python,3.0,5.0,4.0,6.0,4.0,6.0,Easy,Remote Work,Male,30,united states,Masters,White/Caucasian
62a3eea9bae91e4b8b8401a4,miscellaneous,Yes,20000.0,miscellaneous,Python,0.0,0.0,0.0,0.0,0.0,4.0,Very Difficult,Better Salary,Female,25,nigeria,Bachelors,Black/African American
62a3f39df8d5efcc22f8ddc2,data-related roles,No,95500.0,healthcare & medical,Python,5.0,9.0,5.0,2.0,5.0,1.0,Difficult,Good Culture,Female,28,united states,Bachelors,Asian/Asian American
62a3f6a25d257a28a30e9d02,data-related roles,Yes,20000.0,manufacturing & engineering,Python,5.0,10.0,8.0,5.0,7.0,10.0,Very Difficult,Other (Please Specify):Salary and expo,Male,28,canada,Bachelors,Asian/Asian American
62a3f6d9bae91e4b8b8408ca,miscellaneous,No,20000.0,education & nonprofit,SQL,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Better Salary,Male,20,malaysia,High School,Asian/Asian American
62a3fc7c7dc029e2d66d10e8,data-related roles,Yes,115500.0,real estate & construction,Other,7.0,8.0,7.0,7.0,10.0,10.0,Easy,Good Culture,Male,33,united states,Masters,Hispanic/Latino
62a3fe0d5d257a28a30ea3c8,data-related roles,No,75500.0,technology & it,Python,8.0,6.0,7.0,7.0,8.0,8.0,Easy,Better Salary,Male,23,united states,Associates,White/Caucasian
62a3fea50a77c1a77f66e41b,data-related roles,Yes,20000.0,healthcare & medical,R,4.0,5.0,7.0,7.0,5.0,7.0,Neither easy nor difficult,Better Salary,Female,35,brazil,Bachelors,Hispanic/Latino
62a40276bc6861bf3177e6fd,miscellaneous,Yes,20000.0,manufacturing & engineering,Python,2.0,2.0,3.0,3.0,2.0,3.0,Difficult,Good Work/Life Balance,Male,22,india,Bachelors,Asian/Asian American
62a403bbf8d5efcc22f8eb18,data-related roles,Yes,20000.0,technology & it,Python,5.0,10.0,5.0,6.0,6.0,8.0,Very Difficult,Better Salary,Male,33,india,Bachelors,Asian/Asian American
62a403d30f8c8599d5b03d65,data-related roles,No,20000.0,real estate & construction,Python,1.0,7.0,7.0,7.0,1.0,2.0,Very Easy,Better Salary,Male,22,united states,Bachelors,White/Caucasian
62a4044acf25554317312a81,data-related roles,Yes,95500.0,transportation & logistics,R,7.0,8.0,8.0,7.0,5.0,9.0,Neither easy nor difficult,Remote Work,Male,35,united states,Bachelors,White/Caucasian
62a4061bf408bae018ee5deb,data-related roles,Yes,75500.0,food & beverage,SQL,8.0,5.0,6.0,4.0,4.0,8.0,Easy,Good Work/Life Balance,Female,37,united states,Masters,White/Caucasian
62a40726575fa3a5ae89d990,miscellaneous,Yes,20000.0,finance & insurance,Python,4.0,,,,,,Very Easy,Better Salary,Male,22,united states,Associates,Other
62a4098124a2626027394ddc,data-related roles,Yes,75500.0,healthcare & medical,Python,10.0,10.0,10.0,7.0,10.0,10.0,Neither easy nor difficult,Better Salary,Male,36,united states,Masters,White/Caucasian
62a40c99575fa3a5ae89de4b,data-related roles,Yes,95500.0,retail & consumer goods,Python,6.0,5.0,8.0,8.0,7.0,9.0,Easy,Good Work/Life Balance,Male,26,india,Bachelors,Hispanic/Latino
62a40d86d8c00e9f541afb5e,data-related roles,Yes,20000.0,consulting & professional services,R,3.0,2.0,6.0,5.0,5.0,6.0,Neither easy nor difficult,Good Culture,Female,25,south korea,Bachelors,Asian/Asian American
62a40da3cf255543173132e2,data-related roles,Yes,53000.0,education & nonprofit,R,4.0,6.0,6.0,5.0,5.0,6.0,Neither easy nor difficult,Remote Work,Female,34,united states,High School,White/Caucasian
62a40dfa5d257a28a30eb110,data-related roles,Yes,20000.0,food & beverage,Python,4.0,8.0,8.0,8.0,7.0,8.0,Difficult,Remote Work,Male,33,chile,Bachelors,Hispanic/Latino
62a410b5cec54911e9cb8262,miscellaneous,No,53000.0,retail & consumer goods,Python,0.0,4.0,0.0,1.0,4.0,2.0,Very Difficult,Good Work/Life Balance,Male,37,united states,Bachelors,White/Caucasian
62a41135bc6861bf3177f3d8,data-related roles,No,75500.0,entertainment & media,Python,5.0,5.0,7.0,6.0,4.0,6.0,Very Easy,Better Salary,Female,54,united states,High School,White/Caucasian
62a41795cec54911e9cb8854,data-related roles,Yes,20000.0,finance & insurance,Python,2.0,,,,,,Very Easy,Better Salary,Male,26,india,Bachelors,Asian/Asian American
62a41964d8c00e9f541b061d,data-related roles,No,53000.0,education & nonprofit,R,4.0,7.0,7.0,7.0,2.0,7.0,Neither easy nor difficult,Better Salary,Female,27,united states,Masters,Hispanic/Latino
62a41968f8d5efcc22f8fd44,data-related roles,Yes,20000.0,technology & it,SQL,2.0,3.0,6.0,6.0,3.0,5.0,Difficult,Better Salary,Male,24,united kingdom,Bachelors,White/Caucasian
62a41e23bc6861bf3177fffb,data-related roles,Yes,20000.0,finance & insurance,Python,5.0,5.0,5.0,5.0,5.0,10.0,Neither easy nor difficult,Better Salary,Male,24,egypt,Bachelors,White/Caucasian
62a421cebc6861bf317803f5,miscellaneous,Yes,20000.0,consulting & professional services,Python,3.0,4.0,5.0,3.0,2.0,3.0,Neither easy nor difficult,Better Salary,Male,27,panama,Bachelors,White/Caucasian
62a42243f8d5efcc22f90c55,miscellaneous,No,20000.0,miscellaneous,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Remote Work,Male,25,indonesia,Bachelors,Asian/Asian American
62a424ccd8c00e9f541b114e,data-related roles,Yes,20000.0,technology & it,Python,1.0,7.0,7.0,7.0,7.0,1.0,Difficult,Better Salary,Female,28,united kingdom,Masters,Black/African American
62a42527b4da29969c6423f7,business intelligence & analytics,No,53000.0,education & nonprofit,Python,3.0,6.0,5.0,5.0,3.0,4.0,Easy,Remote Work,Male,21,united states,Bachelors,Asian/Asian American
62a425ec2e54c9003e5467bf,data-related roles,Yes,95500.0,healthcare & medical,Other,4.0,4.0,5.0,5.0,4.0,6.0,Difficult,Good Work/Life Balance,Female,28,united states,Bachelors,White/Caucasian
62a427190a77c1a77f67095c,data-related roles,Yes,20000.0,technology & it,Python,3.0,5.0,5.0,5.0,5.0,2.0,Neither easy nor difficult,Remote Work,Male,30,ghana,Masters,Black/African American
62a429f0f3072dd892636396,data-related roles,No,20000.0,education & nonprofit,Python,0.0,10.0,0.0,9.0,5.0,10.0,Easy,Remote Work,Male,24,angola,Associates,Black/African American
62a42d6ef8d5efcc22f9178a,data-related roles,Yes,20000.0,healthcare & medical,Python,7.0,4.0,6.0,5.0,6.0,6.0,Difficult,Remote Work,Male,26,india,Bachelors,Asian/Asian American
62a436fd24a2626027397c93,data-related roles,Yes,20000.0,technology & it,Python,,,,,,5.0,Neither easy nor difficult,Good Work/Life Balance,Female,19,bangladesh,High School,Asian/Asian American
62a43e86f408bae018ee913a,miscellaneous,No,20000.0,consulting & professional services,Python,5.0,6.0,6.0,5.0,1.0,3.0,Neither easy nor difficult,Good Work/Life Balance,Female,92,india,Masters,Asian/Asian American
62a43ed4f8d5efcc22f92d0a,data-related roles,Yes,20000.0,healthcare & medical,Python,1.0,8.0,5.0,1.0,7.0,8.0,Neither easy nor difficult,Remote Work,Male,28,nigeria,Bachelors,Black/African American
62a43f43f408bae018ee9281,miscellaneous,Yes,20000.0,education & nonprofit,Python,0.0,1.0,2.0,2.0,1.0,1.0,Neither easy nor difficult,Better Salary,Female,24,india,Masters,Asian/Asian American
62a440ab575fa3a5ae8a1418,miscellaneous,No,53000.0,healthcare & medical,Python,7.0,10.0,10.0,10.0,5.0,10.0,Easy,Better Salary,Male,25,united states,Masters,Asian/Asian American
62a441e3575fa3a5ae8a1552,data-related roles,Yes,53000.0,finance & insurance,Python,4.0,5.0,5.0,5.0,6.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,42,united kingdom,Masters,Black/African American
62a446faf8f7561645868c60,data-related roles,Yes,20000.0,technology & it,Python,2.0,3.0,3.0,3.0,3.0,3.0,Difficult,Better Salary,Male,21,india,Bachelors,Asian/Asian American
62a448832e54c9003e5491c5,data-related roles,No,75500.0,healthcare & medical,Python,7.0,8.0,9.0,7.0,7.0,6.0,Easy,Better Salary,Male,24,united states,Bachelors,White/Caucasian
62a44ae2f8f7561645869335,data-related roles,Yes,53000.0,healthcare & medical,Python,4.0,7.0,6.0,6.0,6.0,7.0,Neither easy nor difficult,Better Salary,Female,26,united states,Bachelors,White/Caucasian
62a44bc7bc6861bf31783829,data-related roles,Yes,20000.0,healthcare & medical,Python,2.0,8.0,8.0,9.0,8.0,10.0,Difficult,Better Salary,Male,30,united kingdom,Bachelors,White/Caucasian
62a44ea3f408bae018eea62a,data-related roles,Yes,95500.0,technology & it,SQL,6.0,10.0,10.0,10.0,10.0,10.0,Neither easy nor difficult,Good Culture,Male,27,united states,Bachelors,Black/African American
62a4514ff408bae018eea94d,data-related roles,Yes,20000.0,technology & it,Python,0.0,4.0,1.0,0.0,1.0,3.0,Easy,Better Salary,Male,28,india,Bachelors,Asian/Asian American
62a45a140a77c1a77f67469d,data-related roles,No,75500.0,real estate & construction,SQL,6.0,8.0,7.0,7.0,5.0,6.0,Easy,Better Salary,Female,29,united kingdom,Bachelors,White/Caucasian
62a45c8bf3072dd89263a493,data-related roles,No,20000.0,retail & consumer goods,Python,0.0,0.0,0.0,0.0,0.0,0.0,Easy,Good Work/Life Balance,Female,26,india,Bachelors,Asian/Asian American
62a45f8c0f8c8599d5b09d40,data-related roles,Yes,20000.0,finance & insurance,Python,3.0,3.0,3.0,3.0,3.0,4.0,Neither easy nor difficult,Remote Work,Male,29,nigeria,Bachelors,Black/African American
62a4604d0a77c1a77f674e29,business intelligence & analytics,No,75500.0,finance & insurance,None,3.0,5.0,7.0,2.0,5.0,7.0,Easy,Remote Work,Male,60,united kingdom,Masters,White/Caucasian
62a46a66f8d5efcc22f95a7a,data-related roles,Yes,20000.0,healthcare & medical,Python,5.0,8.0,8.0,5.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,25,nigeria,Bachelors,Black/African American
62a46ad7d8c00e9f541b664a,finance & accounting,No,20000.0,real estate & construction,R,0.0,0.0,1.0,3.0,2.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,37,nigeria,Masters,Black/African American
62a46dbecf25554317319e48,data-related roles,Yes,75500.0,finance & insurance,Python,6.0,8.0,3.0,4.0,5.0,1.0,Neither easy nor difficult,Better Salary,Female,30,canada,Bachelors,Asian/Asian American
62a475dcf408bae018eed15c,data-related roles,Yes,20000.0,healthcare & medical,Python,0.0,1.0,2.0,1.0,0.0,3.0,Neither easy nor difficult,Better Salary,Female,27,nigeria,Masters,Black/African American
62a477f0b4da29969c64892f,data-related roles,Yes,225000.0,technology & it,R,5.0,6.0,5.0,5.0,6.0,6.0,Difficult,Other (Please Specify):In office work,Male,31,united states,PhD,White/Caucasian
62a47947cec54911e9cbf6b2,miscellaneous,No,20000.0,education & nonprofit,R,10.0,10.0,10.0,10.0,10.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,united kingdom,Masters,Asian/Asian American
62a47c587dc029e2d66d9782,data-related roles,No,20000.0,finance & insurance,Other,0.0,6.0,6.0,6.0,5.0,6.0,Neither easy nor difficult,Better Salary,Female,20,united states,Bachelors,Black/African American
62a47e3ef3072dd89263c8c0,software development & it,No,20000.0,technology & it,R,2.0,1.0,4.0,1.0,1.0,1.0,Easy,Good Work/Life Balance,Male,24,india,Bachelors,Asian/Asian American
62a47e812e54c9003e54d789,miscellaneous,Yes,20000.0,manufacturing & engineering,R,3.0,6.0,7.0,6.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,romania,Bachelors,White/Caucasian
62a47ea87dc029e2d66d9b60,miscellaneous,No,20000.0,miscellaneous,R,0.0,1.0,3.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,41,spain,Bachelors,Hispanic/Latino
62a47f1e0a77c1a77f677174,data-related roles,Yes,95500.0,technology & it,R,8.0,8.0,8.0,8.0,8.0,8.0,Difficult,Better Salary,Male,41,united states,Bachelors,White/Caucasian
62a48566b4da29969c64995a,management & leadership,No,187500.0,retail & consumer goods,Python,9.0,8.0,9.0,10.0,8.0,10.0,Neither easy nor difficult,Good Culture,Male,43,united states,Bachelors,White/Caucasian
62a48612d8c00e9f541b86b8,data-related roles,No,75500.0,healthcare & medical,Python,7.0,7.0,8.0,4.0,6.0,9.0,Easy,Remote Work,Female,38,united states,Bachelors,White/Caucasian
62a487167dc029e2d66da73e,data-related roles,Yes,20000.0,retail & consumer goods,Python,5.0,5.0,5.0,5.0,5.0,6.0,Neither easy nor difficult,Better Salary,Female,28,philippines,Bachelors,Asian/Asian American
62a488197dc029e2d66da8a1,data-related roles,Yes,95500.0,healthcare & medical,Python,10.0,8.0,6.0,10.0,7.0,5.0,Neither easy nor difficult,Good Culture,Female,31,germany,Bachelors,Hispanic/Latino
62a48c4c24a262602739e141,data-related roles,Yes,95500.0,government & public sector,Other,8.0,7.0,8.0,6.0,7.0,8.0,Difficult,Good Work/Life Balance,Female,28,united states,Masters,White/Caucasian
62a48cbdf408bae018eeeccf,data-related roles,No,53000.0,healthcare & medical,C/C++,7.0,8.0,9.0,9.0,4.0,9.0,Easy,Remote Work,Male,23,united states,Masters,Asian/Asian American
62a48d4df8d5efcc22f98308,data-related roles,No,53000.0,energy & utilities,Python,5.0,5.0,4.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,25,united kingdom,Bachelors,Black/African American
62a48d562e54c9003e54ea2b,software development & it,No,20000.0,technology & it,R,2.0,5.0,2.0,8.0,9.0,10.0,Difficult,Remote Work,Male,26,poland,Masters,White/Caucasian
62a48da6b4da29969c64a3a5,data-related roles,Yes,137500.0,finance & insurance,Python,9.0,4.0,8.0,7.0,5.0,6.0,Difficult,Good Work/Life Balance,Male,35,united states,Bachelors,White/Caucasian
62a49012f408bae018eef16d,data-related roles,Yes,115500.0,retail & consumer goods,R,8.0,9.0,9.0,7.0,8.0,8.0,Neither easy nor difficult,Remote Work,Male,30,denmark,Masters,White/Caucasian
62a491b3b4da29969c64a89e,data-related roles,Yes,95500.0,technology & it,R,3.0,,,,,,Neither easy nor difficult,Better Salary,Male,35,united kingdom,Bachelors,White/Caucasian
62a4926ef408bae018eef4ee,data-related roles,Yes,20000.0,technology & it,Python,0.0,8.0,5.0,5.0,2.0,2.0,Easy,Better Salary,Male,28,panama,Bachelors,Hispanic/Latino
62a495d724a262602739ee07,miscellaneous,No,20000.0,technology & it,Python,0.0,2.0,3.0,3.0,2.0,3.0,Easy,Good Work/Life Balance,Female,24,nigeria,Bachelors,Black/African American
62a49b3cb4da29969c64b5dc,data-related roles,Yes,53000.0,technology & it,Python,8.0,10.0,7.0,5.0,6.0,5.0,Neither easy nor difficult,Good Culture,Female,34,united states,Bachelors,White/Caucasian
62a49e087dc029e2d66dc57e,data-related roles,Yes,53000.0,technology & it,Python,3.0,5.0,4.0,5.0,3.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,31,germany,Masters,White/Caucasian
62a49e47b4da29969c64b9f9,data-related roles,Yes,20000.0,technology & it,Python,0.0,0.0,0.0,0.0,0.0,0.0,Difficult,Good Work/Life Balance,Male,30,united kingdom,Masters,Asian/Asian American
